account,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,default_profile,default_profile_image,has_extended_profile,bot
the_underquoted,24,17,0,2/1/2013 18:45,0,FALSE,3064,en,FALSE,FALSE,FALSE,0
jpmontoya,1182355,272,9485,Tue Feb 17 00:17:01 +0000 2009,2498,TRUE,9677,en,FALSE,FALSE,FALSE,0
HemaVM,266,1090,18,3/13/2016 19:32,553,FALSE,379,en-gb,TRUE,FALSE,FALSE,0
AnuKumarPatel1,7,68,0,1/22/2017 18:05,8,FALSE,15,en,TRUE,FALSE,TRUE,0
kerianngala,46,70,2,Fri Feb 19 15:47:59 +0000 2016,205,FALSE,173,en,FALSE,FALSE,,0
ysaraf,1738,255,21,6/21/2008 6:03,1880,FALSE,2120,en,TRUE,FALSE,FALSE,0
habibrkhan,411,2060,0,Sat Dec 25 12:20:21 +0000 2010,115,FALSE,250,en,FALSE,FALSE,TRUE,0
lilyallen,5917438,1419,26370,Mon Oct 27 13:23:17 +0000 2008,1365,TRUE,19002,en,FALSE,FALSE,TRUE,0
azizansari,11003417,0,31469,Thu May 31 19:06:49 +0000 2007,423,TRUE,7628,en,FALSE,FALSE,FALSE,0
JJ_Lin,743721,55,1219,Fri Mar 20 12:49:04 +0000 2009,7,FALSE,8332,en,FALSE,FALSE,FALSE,0
bcsing29,61,726,1,19/12/2011 1:43,826,FALSE,232,en,TRUE,FALSE,TRUE,0
RoeConn,15307,774,360,Sat Jul 25 05:06:21 +0000 2009,843,TRUE,2786,en,FALSE,FALSE,FALSE,0
TravisCrandell,4,14,0,Thu Oct 04 00:56:27 +0000 2012,18,FALSE,29,en,TRUE,TRUE,,0
HubBucket,2786,2608,1562,8/18/2014 19:53,34817,FALSE,36290,en,FALSE,FALSE,TRUE,0
"""Axelcarp230""",70,354,8,"""Fri Jan 25 22:56:25 +0000 2013""",60,FALSE,5074,"""es""",FALSE,FALSE,FALSE,0
CarlyFiorina,724989,751,6262,Fri Aug 14 17:50:35 +0000 2009,97,TRUE,4179,en,FALSE,FALSE,FALSE,0
duttypaul,1353547,11248,3914,Wed Oct 21 14:46:55 +0000 2009,2013,TRUE,24483,en,FALSE,FALSE,FALSE,0
hardwick,2936656,779,22532,Wed Jul 30 21:20:18 +0000 2008,1188,TRUE,37440,en,FALSE,FALSE,FALSE,0
julianperretta,376564,423,734,Mon Feb 02 20:18:57 +0000 2009,5306,TRUE,1747,en,FALSE,FALSE,FALSE,0
TakeoSpikes51,375395,856,2743,Fri May 29 20:39:08 +0000 2009,1051,TRUE,12859,en,FALSE,FALSE,FALSE,0
adityacdurai,215,162,27,1/8/2013 13:41,421,FALSE,2450,en,FALSE,FALSE,TRUE,0
aninhaoquadrado,210,95,1,2/4/2010 5:26,398,FALSE,9462,pt,FALSE,FALSE,FALSE,0
gunt3001,41,72,2,8/25/2009 14:34,2737,FALSE,9615,en,FALSE,FALSE,TRUE,0
mitchelmusso,2018998,2367,9238,Sat Mar 07 20:05:27 +0000 2009,1733,TRUE,11443,en,FALSE,FALSE,TRUE,0
nicovega,19088,700,352,Thu May 29 00:53:19 +0000 2008,1948,TRUE,9310,en,FALSE,FALSE,FALSE,0
tinathegr8est,167,272,0,Sat Jan 22 07:35:03 +0000 2011,73,FALSE,634,en,FALSE,FALSE,TRUE,0
EvanderWorland,214,746,3,Sat Mar 12 01:13:25 +0000 2011,155,FALSE,1177,en,FALSE,FALSE,FALSE,0
RepGusBilirakis,19309,1202,1139,Mon Mar 23 17:56:32 +0000 2009,254,TRUE,5036,en,FALSE,FALSE,FALSE,0
KoopaTroopa37,207,746,1,Mon Mar 24 17:40:43 +0000 2014,1690,FALSE,794,en,TRUE,FALSE,,0
kelseyylittle,1527,777,9,4/24/2012 23:14,28218,FALSE,42282,en,FALSE,FALSE,TRUE,0
LomenDenisha,57,947,0,Fri Feb 24 04:07:48 +0000 2017,0,FALSE,25,en,TRUE,FALSE,,0
emilybkaufman,212,163,13,9/10/2011 20:16,4,FALSE,225,en,FALSE,FALSE,FALSE,0
TeamLou23,156517,956,1271,Sun Aug 02 05:26:25 +0000 2009,29,TRUE,21659,en,FALSE,FALSE,FALSE,0
jeff_green22,23008,183,986,Fri Sep 25 21:27:14 +0000 2009,0,FALSE,4575,en,FALSE,TRUE,FALSE,0
"""thesweetmystery""",177,459,1,"""Sat Dec 03 01:25:21 +0000 2011""",3950,FALSE,2248,"""en""",FALSE,FALSE,FALSE,0
julianobelletti,1044180,557,3582,Tue Jul 14 18:44:53 +0000 2009,5,TRUE,2389,en-gb,FALSE,FALSE,FALSE,0
D_Rock748,9,21,0,Thu Jan 26 02:21:42 +0000 2017,19,FALSE,6,en,TRUE,FALSE,,0
thekillers,3664718,35,15921,Wed Jan 28 16:49:36 +0000 2009,1,TRUE,770,en,FALSE,FALSE,FALSE,0
SebastianThrun,49222,8,1772,Wed Jun 15 22:24:13 +0000 2011,19,FALSE,489,en,TRUE,FALSE,FALSE,0
jenntejada,777,614,41,Wed Oct 07 07:47:48 +0000 2009,690,FALSE,499,en,FALSE,FALSE,FALSE,0
donni,47395,1099,3332,4/11/2007 19:20,714021,TRUE,24623,en,FALSE,FALSE,TRUE,0
jonathanporte19,180,145,0,10/29/2012 22:24,411,FALSE,180,en,TRUE,FALSE,TRUE,0
chrisamv,588,1532,25,6/22/2009 20:59,268,FALSE,6773,pt,FALSE,FALSE,FALSE,0
showerscum,27,87,3,10/6/2016 2:31,78,FALSE,63,en,FALSE,FALSE,FALSE,0
Vignesh_6v,97,279,0,3/4/2012 14:43,42,FALSE,16,en,FALSE,FALSE,TRUE,0
HeidiRoizen,7088,354,418,Fri May 11 21:47:13 +0000 2012,546,FALSE,309,en,TRUE,FALSE,FALSE,0
pastorkiko,24,12,0,3/10/2011 12:28,0,FALSE,59,en,FALSE,FALSE,FALSE,0
TonyBesson,59480,26,469,Fri Jun 05 08:38:44 +0000 2009,2295,TRUE,11879,en,FALSE,FALSE,FALSE,0
letrasfrutosagr,442,1239,3,8/20/2011 22:02,18,FALSE,1617,pt,FALSE,FALSE,FALSE,0
RodriguezJack,116,216,0,6/28/2009 5:02,40,FALSE,2440,pt,FALSE,FALSE,FALSE,0
WorldSummitAI,821,1279,164,9/22/2016 10:32,246,FALSE,585,en,FALSE,FALSE,FALSE,0
khloekardashian,23290650,319,35640,Sat Apr 18 18:01:25 +0000 2009,115,TRUE,53864,en,FALSE,FALSE,FALSE,0
atzblogs,73,395,0,5/7/2011 6:58,0,FALSE,2187,en,FALSE,FALSE,FALSE,0
RudyGay8,1209026,559,5133,Sun May 03 04:50:21 +0000 2009,19,TRUE,5019,en,FALSE,FALSE,FALSE,0
jrich23,243122,303,2969,Mon Dec 29 04:04:33 +0000 2008,5,TRUE,2725,en,FALSE,FALSE,FALSE,0
GhelaBoskovich,3012,729,754,Tue May 15 19:04:15 +0000 2012,10678,FALSE,14560,en,FALSE,FALSE,FALSE,0
RED,1120752,8561,9587,Tue Sep 23 18:37:23 +0000 2008,14350,TRUE,9872,en,FALSE,FALSE,FALSE,0
Jacklynyan,5,19,0,4/3/2014 23:01,0,FALSE,9,en,TRUE,TRUE,FALSE,0
MCHammer,3706945,69092,14625,Wed May 23 22:50:33 +0000 2007,31627,TRUE,63643,en,FALSE,FALSE,TRUE,0
anupamachopra,1040765,558,2418,Fri Feb 05 15:13:14 +0000 2010,215,TRUE,4703,en,TRUE,FALSE,FALSE,0
Nicolas08ME,1584,432,0,Fri May 04 20:19:24 +0000 2012,424,FALSE,360,en,FALSE,FALSE,FALSE,0
ArtEiji,62,121,0,6/25/2013 19:16,432,FALSE,1260,pt,FALSE,FALSE,FALSE,0
paulocoelho,11695916,274,45082,4/26/2007 7:32,21313,TRUE,32146,pt,FALSE,FALSE,FALSE,0
lorenarojas,251768,8274,1460,Sun May 24 17:08:28 +0000 2009,847,TRUE,9902,en,FALSE,FALSE,FALSE,0
Mansursinho,37,88,0,7/18/2010 4:27,0,FALSE,39,en,FALSE,FALSE,FALSE,0
Mickhodgkin,2633,2086,140,12/17/2009 12:54,555,FALSE,9628,en,FALSE,FALSE,FALSE,0
tomgreenlive,292043,4643,3088,Thu Jan 01 00:06:57 +0000 2009,9625,TRUE,37195,en,FALSE,FALSE,FALSE,0
alanna,8932,1015,193,4/13/2009 20:48,32932,TRUE,19498,en,FALSE,FALSE,TRUE,0
SciTechRangers,133553,95060,1455,7/26/2009 7:59,1453,FALSE,40763,en,FALSE,FALSE,FALSE,0
racheltabora,32,70,0,Fri Sep 30 02:20:24 +0000 2016,0,FALSE,4,en,TRUE,FALSE,TRUE,0
ppleonasmo,216,50,3,11/4/2010 23:52,423,FALSE,9957,pt,FALSE,FALSE,FALSE,0
iurimatias,1202,255,81,Thu Mar 26 21:48:19 +0000 2009,510,FALSE,1019,en,FALSE,FALSE,FALSE,0
acvinal,20,195,0,8/9/2011 17:34,1,FALSE,32,en,TRUE,FALSE,FALSE,0
TaylorMarieHill,235449,104,697,Mon May 09 22:58:55 +0000 2011,410,TRUE,3143,en,FALSE,FALSE,FALSE,0
gabbileal1,1270,876,2,12/29/2012 0:51,5630,FALSE,17894,en,TRUE,FALSE,TRUE,0
UzairKK,56,295,1,Fri May 15 15:57:09 +0000 2009,16,FALSE,102,en,FALSE,FALSE,FALSE,0
lurker3142,0,297,0,1/31/2017 5:16,262,FALSE,36,en,TRUE,TRUE,FALSE,0
grantimahara,661893,504,14029,Fri Apr 03 07:05:24 +0000 2009,110,TRUE,12036,en,FALSE,FALSE,FALSE,0
MMRAW,142786,239,2185,Wed Apr 29 07:57:33 +0000 2009,40,TRUE,2192,en,TRUE,FALSE,FALSE,0
superrnaturalfa,443,497,1,1/20/2017 20:27,1555,FALSE,1202,pt,TRUE,FALSE,TRUE,0
MileyCyrus,31942389,373,58780,3/18/2011 18:36,82,TRUE,8453,en,FALSE,FALSE,FALSE,0
_Walter2011,40,141,0,7/30/2011 17:55,0,FALSE,292,pt,FALSE,FALSE,FALSE,0
TechCrunch,8530951,890,108650,3/7/2007 1:27,1860,TRUE,151681,en,FALSE,FALSE,FALSE,0
brngnr,301,550,1,6/25/2009 4:46,4017,FALSE,42931,en,FALSE,FALSE,FALSE,0
"""RunningManTown""",49468,46,79,"""Tue Nov 06 06:33:45 +0000 2012""",418,FALSE,10015,"""en""",FALSE,FALSE,FALSE,0
TonyFergusonXT,59756,1134,490,3/13/2011 1:19,7356,TRUE,8334,en,FALSE,FALSE,FALSE,0
JohnBoozman,41748,687,1961,Fri Apr 27 16:05:52 +0000 2007,73,TRUE,2960,en,FALSE,FALSE,FALSE,0
passosjoao2011,6,98,0,10/16/2011 2:31,0,FALSE,1,pt,TRUE,FALSE,FALSE,0
dushyanthram,86,397,0,11/7/2012 11:40,1347,FALSE,160,en,FALSE,FALSE,FALSE,0
belovedtruth1,53,400,1,Wed Oct 26 17:08:33 +0000 2016,1678,FALSE,136,en,TRUE,FALSE,FALSE,0
jtimberlake,58300207,233,76018,Wed Mar 25 19:10:50 +0000 2009,40,TRUE,3589,en,FALSE,FALSE,FALSE,0
annieepark,2665,699,112,7/12/2009 15:54,5668,FALSE,5844,en,FALSE,FALSE,FALSE,0
chasely,88,231,2,12/5/2008 5:11,9,FALSE,184,en,FALSE,FALSE,FALSE,0
dawnhamilton811,91,1688,0,Wed Oct 12 06:27:29 +0000 2016,0,FALSE,16,en-gb,TRUE,FALSE,FALSE,0
AmIRiteBot,905,1,105,6/11/2013 17:34,9,FALSE,102189,en,TRUE,FALSE,FALSE,0
NeilRobertson21,0,10,0,Sat Sep 08 01:55:04 +0000 2012,0,FALSE,1,en,TRUE,FALSE,,0
ssdai,2811,1211,152,2/10/2009 15:41,3409,FALSE,12150,en,FALSE,FALSE,TRUE,0
engsgp,246,251,9,3/6/2011 16:13,3221,FALSE,1642,en,TRUE,FALSE,FALSE,0
DJWhooKid,320964,1114,3413,Tue May 05 05:58:14 +0000 2009,3956,TRUE,59792,en,FALSE,FALSE,FALSE,0
NeveraDought,465,903,3,17/10/2010 23:32,1179,FALSE,6405,en,FALSE,FALSE,FALSE,0
Amirrozzo,858,597,1,15/06/2010 7:04,4620,FALSE,11519,en,FALSE,FALSE,FALSE,0
Mandy_Nobre,57,67,0,4/13/2010 1:17,15,FALSE,1295,pt,FALSE,FALSE,FALSE,0
RedHourBen,5445575,357,30150,Sun Aug 02 16:21:43 +0000 2009,3799,TRUE,3529,en,TRUE,FALSE,FALSE,0
AdrianPeterson,1247114,411,4885,3/19/2009 21:29,68,TRUE,1585,en,FALSE,FALSE,FALSE,0
EricHutchinson,52199,482,1219,Mon Oct 13 22:52:42 +0000 2008,25011,TRUE,18263,en,FALSE,FALSE,FALSE,0
"""LeftAtLondon""",13725,429,41,"""Thu Jul 10 16:54:53 +0000 2014""",14931,FALSE,4044,"""en""",TRUE,FALSE,FALSE,0
TheSwaggaCity,2,75,0,Sat Feb 16 07:06:41 +0000 2013,0,FALSE,0,en,TRUE,TRUE,,0
Sidsector9,84,103,7,10/10/2009 10:39,107,FALSE,158,en,FALSE,FALSE,FALSE,0
PawanKalyan,1511303,0,853,8/9/2014 17:06,0,TRUE,263,en,TRUE,FALSE,FALSE,0
Halsey_Minor,455,137,50,Sat Oct 31 14:23:19 +0000 2015,169,FALSE,254,en,TRUE,FALSE,FALSE,0
AmadorVelasquez,131,181,6,Fri Mar 06 01:38:04 +0000 2009,3,FALSE,10,en,FALSE,FALSE,FALSE,0
30_dias,224,781,0,5/11/2011 17:37,0,FALSE,5,en,TRUE,FALSE,FALSE,0
behindwoods,426854,892,390,5/2/2009 20:51,399,TRUE,48381,en,FALSE,FALSE,FALSE,0
typicalgirlname,147,104,3,Sat Feb 23 22:29:26 +0000 2013,231,FALSE,6097,it,FALSE,FALSE,FALSE,0
RosaineBarros,111,329,1,9/14/2010 16:56,2,FALSE,1978,en,FALSE,FALSE,FALSE,0
_mayf,68,133,0,10/10/2010 0:21,9,FALSE,1817,en,FALSE,FALSE,FALSE,0
"""FCSLlightning""",269,0,6,"""Fri Mar 25 19:18:52 +0000 2011""",0,FALSE,1571,"""en""",FALSE,FALSE,FALSE,0
SteveCase,784689,5265,10472,Sun Jun 10 05:23:46 +0000 2007,0,TRUE,42520,en,FALSE,FALSE,FALSE,0
TravieMcCoy,3490480,448,7772,Mon May 11 19:52:56 +0000 2009,22,TRUE,3966,en,FALSE,FALSE,FALSE,0
JoeySantiago,20997,567,528,Thu Feb 19 01:35:09 +0000 2009,433,TRUE,1927,en,FALSE,FALSE,FALSE,0
MirzaSania,5293996,101,7694,11/3/2009 12:02,23,TRUE,5172,en,FALSE,FALSE,FALSE,0
james_a_michael,64350,56,735,Wed Apr 29 14:32:33 +0000 2009,2197,TRUE,4557,en,FALSE,FALSE,FALSE,0
DeannaGreen51,5,5,0,5/17/2012 18:33,2,FALSE,29,en,FALSE,FALSE,FALSE,0
iamsana_afreen,54,54,1,3/31/2016 7:22,264,FALSE,104,en,TRUE,FALSE,TRUE,0
Bearmod,219,408,7,7/19/2009 5:46,18,FALSE,435,en,FALSE,FALSE,FALSE,0
scottmcnealy,14014,202,524,Thu Apr 14 00:32:58 +0000 2011,257,TRUE,5079,en,FALSE,FALSE,FALSE,0
acrohub,15,84,0,11/9/2016 20:37,28,FALSE,25,en,FALSE,FALSE,FALSE,0
ImRaina,7886947,239,5192,3/8/2010 8:47,4533,TRUE,1637,en,FALSE,FALSE,TRUE,0
HeySamantha,26522,1533,1223,10/14/2010 20:11,2793,TRUE,11373,en,FALSE,FALSE,FALSE,0
syntacticfoam,12,14,1,2/12/2017 12:36,3,FALSE,27,en,TRUE,FALSE,TRUE,0
didericksen,126,253,15,11/13/2009 18:12,19,FALSE,411,en,TRUE,FALSE,FALSE,0
"""FireEmblemJP""",61546,3,959,"""Thu Nov 20 04:37:25 +0000 2014""",0,TRUE,231,"""ja""",FALSE,FALSE,FALSE,0
hassi107,15,59,0,Fri Jun 01 08:30:20 +0000 2012,0,FALSE,5,en,TRUE,FALSE,FALSE,0
"""katiemarielin""",43,116,0,"""Sun Jan 22 03:43:26 +0000 2017""",273,FALSE,145,"""en""",TRUE,FALSE,TRUE,0
UnitedWarVets,1075,455,36,11/18/2010 18:32,964,FALSE,1851,en,FALSE,FALSE,TRUE,0
JuulioLimoli,38,75,0,7/6/2010 23:47,0,FALSE,496,en,FALSE,FALSE,FALSE,0
wisedollar,11980,8927,261,1/3/2013 14:47,20,FALSE,20015,en,FALSE,FALSE,FALSE,0
alyankovic,4651330,509,32051,3/2/2009 7:00,3060,TRUE,3545,en,FALSE,FALSE,FALSE,0
MediaJonKlein,5616,276,270,Tue Aug 26 16:45:02 +0000 2008,0,FALSE,452,en,TRUE,FALSE,FALSE,0
britlyn_leigh,370,595,1,12/28/2014 17:32,10406,FALSE,2460,en,TRUE,FALSE,TRUE,0
Hanna_Denea,804,503,0,3/22/2012 3:12,4875,FALSE,4846,en,TRUE,FALSE,TRUE,0
lindsaylohan,9374054,663,46921,Sat Aug 15 22:33:26 +0000 2009,491,TRUE,66,en,FALSE,FALSE,FALSE,0
kevinscampoli,19779,308,29,2/6/2008 23:43,5053,FALSE,7046,en,FALSE,FALSE,TRUE,0
henrymcmaster,8244,485,313,Wed Sep 17 19:31:57 +0000 2008,148,TRUE,1715,en,FALSE,FALSE,FALSE,0
1191Rivas,6374,422,42,Tue Sep 10 12:29:52 +0000 2013,723,TRUE,459,es,TRUE,FALSE,FALSE,0
vickyyyy_k,188,663,6,28/06/2010 2:09,8715,FALSE,14158,en,FALSE,FALSE,TRUE,0
collinmathilde,4932,959,1,Tue Feb 16 08:40:42 +0000 2010,3469,FALSE,2431,fr,TRUE,FALSE,FALSE,0
joycekhanuja,138,332,5,Tue Dec 08 18:19:24 +0000 2009,71,FALSE,924,en,TRUE,FALSE,TRUE,0
PFK_Shurlok,519,1836,11,11/11/2015 5:58,36,FALSE,139,en,FALSE,FALSE,FALSE,0
R_CNO,21,114,0,1/7/2011 16:58,0,FALSE,7,en,FALSE,FALSE,FALSE,0
sarah_shewell,60,131,6,11/16/2015 0:43,392,FALSE,108,en,TRUE,FALSE,FALSE,0
Kaiser_1917,1717,25,53,11/24/2016 10:09,0,FALSE,9,en,TRUE,FALSE,FALSE,0
evanildorodrigu,15,78,0,10/31/2010 10:06,1,FALSE,186,pt,FALSE,FALSE,FALSE,0
yunacornmeat,15,23,0,Mon Aug 03 10:50:27 +0000 2015,2,FALSE,2,en,FALSE,FALSE,TRUE,0
JuMToledo,48,64,0,1/25/2014 4:04,299,FALSE,93,en,TRUE,FALSE,FALSE,0
LennyKravitz,5183570,1840,25196,Fri Mar 06 00:51:27 +0000 2009,12,TRUE,1985,en,FALSE,FALSE,TRUE,0
ShaunPhillips95,403994,654,2553,Sat Apr 04 00:04:26 +0000 2009,34,TRUE,16482,en,FALSE,FALSE,TRUE,0
varunsrinivassr,25,166,0,4/15/2014 17:37,0,FALSE,12,en,TRUE,TRUE,FALSE,0
nyupb,1878,262,64,8/13/2010 15:32,109,FALSE,1718,en,FALSE,FALSE,FALSE,0
nickdiaz209,455598,204,1779,5/27/2009 8:26,196,TRUE,1104,en,TRUE,FALSE,FALSE,0
StephenAtHome,12825837,31,69919,Mon Sep 15 22:31:44 +0000 2008,41,TRUE,4326,en,FALSE,FALSE,FALSE,0
KeriHilson,4178299,400,15134,Wed Mar 25 15:16:28 +0000 2009,93,TRUE,12290,en,FALSE,FALSE,FALSE,0
caroliv3,398,247,2,7/7/2011 1:43,9404,FALSE,13063,pt,FALSE,FALSE,FALSE,0
kathygriffin,2039677,0,19842,Tue Feb 17 23:54:04 +0000 2009,2,TRUE,9256,en,FALSE,FALSE,FALSE,0
LucianoBurti,480088,116,3209,Thu Jun 25 17:04:17 +0000 2009,7,TRUE,4435,en,FALSE,FALSE,FALSE,0
svgeesus,2753,683,156,Wed Mar 31 18:14:10 +0000 2010,3403,FALSE,4542,en,FALSE,FALSE,TRUE,0
pdlight,4459,911,31,Fri Aug 20 08:04:05 +0000 2010,976,FALSE,8532,en,FALSE,FALSE,TRUE,0
shonta_semit,0,20,0,3/13/2017 15:56,0,FALSE,2,en,TRUE,FALSE,FALSE,0
MikhailJacob,237,368,3,Mon Sep 05 22:55:13 +0000 2011,13,FALSE,87,en,FALSE,FALSE,TRUE,0
thejohnnynemo,212,922,12,7/19/2009 2:21,684,FALSE,259,en,FALSE,FALSE,FALSE,0
nacho2100,159,242,3,Fri Jul 10 00:21:36 +0000 2009,13,FALSE,292,en,TRUE,FALSE,FALSE,0
"""wavesharing""",238,169,103,"""Sun Mar 06 12:56:42 +0000 2016""",0,FALSE,225216,"""en""",TRUE,FALSE,FALSE,0
theroser,31872,460,990,Sun Sep 28 21:42:57 +0000 2008,865,TRUE,13838,en,FALSE,FALSE,FALSE,0
maspqnick,683,1411,2,5/11/2011 17:44,9,FALSE,645,en,FALSE,FALSE,FALSE,0
DangeRussWilson,3211350,23,5707,3/3/2012 0:39,751,TRUE,8867,en,FALSE,FALSE,FALSE,0
caca_carlinha,187,292,3,8/30/2009 20:00,0,FALSE,5495,pt,FALSE,FALSE,FALSE,0
thehitwoman,14240,406,687,Fri Mar 27 01:46:40 +0000 2009,402,TRUE,1186,en,FALSE,FALSE,TRUE,0
BlairUnderwood,258608,719,1640,Mon Jan 26 23:36:35 +0000 2009,208,TRUE,3353,en,FALSE,FALSE,TRUE,0
pranavperfect,129,88,1,Sat Dec 12 03:38:57 +0000 2009,2,FALSE,54,en,FALSE,FALSE,FALSE,0
bjork,738119,33,13315,Fri Aug 17 00:31:18 +0000 2007,6,TRUE,1125,en,FALSE,FALSE,FALSE,0
profnote,25,14,1,1/13/2015 16:51,69,FALSE,282,en,FALSE,FALSE,FALSE,0
briansolis,278002,2831,21481,Sat Nov 04 15:36:18 +0000 2006,19491,TRUE,29298,en,FALSE,FALSE,FALSE,0
THELASTVEGAS,5852,254,211,Fri Mar 13 02:27:45 +0000 2009,151,TRUE,5926,en,FALSE,FALSE,FALSE,0
film_girl,84127,11349,5022,11/1/2007 22:45,27745,TRUE,84045,en,FALSE,FALSE,TRUE,0
melindagates,1002080,208,7925,Thu Jul 01 20:32:42 +0000 2010,49,TRUE,2293,en,FALSE,FALSE,FALSE,0
sterdw,81,60,0,10/9/2015 7:04,31,FALSE,20,en,TRUE,FALSE,FALSE,0
stephenjcannell,5262,291,401,Fri Jun 26 18:22:33 +0000 2009,0,FALSE,969,en,FALSE,FALSE,FALSE,0
GaabyCremasco,50,268,0,7/25/2011 15:47,5,FALSE,20,pt,FALSE,FALSE,FALSE,0
JDayral,208,768,30,Sat Apr 25 10:12:49 +0000 2015,970,FALSE,4057,fr,FALSE,FALSE,FALSE,0
carol_morandin,94,389,0,4/18/2011 1:06,1,FALSE,132,pt,FALSE,FALSE,FALSE,0
sameerh617,97,245,0,Wed May 16 12:03:52 +0000 2012,249,FALSE,1086,en,FALSE,FALSE,FALSE,0
maryrega47,13071,12939,27,Thu Oct 31 17:29:25 +0000 2013,315,FALSE,1778,en,TRUE,FALSE,FALSE,0
ParisHilton,14526527,7109,53022,Tue Mar 17 18:45:05 +0000 2009,11833,TRUE,28809,en,FALSE,FALSE,FALSE,0
NickHexum,50441,197,894,Thu Mar 12 06:24:54 +0000 2009,2783,TRUE,4652,en,FALSE,FALSE,FALSE,0
RM_Foundation,44697,415,814,Thu Nov 05 21:08:48 +0000 2009,2530,TRUE,4654,en,FALSE,FALSE,FALSE,0
mortreport,2226900,2284,24944,Sat Apr 04 21:03:22 +0000 2009,847,TRUE,19873,en,FALSE,FALSE,FALSE,0
weijmarshausen,3885,333,186,6/17/2009 23:44,153,FALSE,2100,en,TRUE,FALSE,FALSE,0
tomwaits,227013,1,6349,Tue Nov 03 01:03:29 +0000 2009,0,TRUE,210,en,FALSE,FALSE,FALSE,0
thebridgebk,104,126,2,1/24/2017 21:35,9,FALSE,21,en,TRUE,FALSE,FALSE,0
TheNotoriousMMA,3662977,502,3559,9/7/2011 16:13,3332,TRUE,6077,en,FALSE,FALSE,FALSE,0
ubaldohcamposjr,203,2231,0,7/14/2014 1:06,693,FALSE,36,en,TRUE,FALSE,FALSE,0
sixohsix,700,568,54,4/3/2008 22:56,3521,FALSE,21746,en,FALSE,FALSE,FALSE,0
KeiraHenninger,4426,2604,136,Wed Nov 11 14:26:31 +0000 2009,551,FALSE,5250,en,FALSE,FALSE,FALSE,0
SarahBrownUK,1221007,14466,5214,Sat Mar 21 09:14:16 +0000 2009,3216,TRUE,12793,en,FALSE,FALSE,FALSE,0
kevindway,428,483,16,31/08/2009 13:05,5050,FALSE,2195,en,FALSE,FALSE,FALSE,0
snaglee2401,44,99,2,1/29/2016 17:01,20,FALSE,24,en,FALSE,FALSE,TRUE,0
connersherline,750,566,20,8/12/2009 2:15,35,FALSE,5458,en,FALSE,FALSE,FALSE,0
themichellewie,277538,241,3687,Fri May 22 20:40:27 +0000 2009,88,TRUE,8341,en,FALSE,FALSE,FALSE,0
harshimau,35,321,2,3/14/2013 3:57,6143,FALSE,82,en,FALSE,FALSE,TRUE,0
Abu_Turab_Suri,13,61,0,Wed Jul 23 03:14:50 +0000 2014,8,FALSE,1,en,TRUE,FALSE,TRUE,0
tonyromo,351335,19,1221,4/25/2008 19:35,395,TRUE,25,en,FALSE,FALSE,FALSE,0
BennyHarlem,17032,276,441,Wed Mar 25 03:06:07 +0000 2009,751,FALSE,3121,en,FALSE,FALSE,FALSE,0
ashleyokwuosa,554,1188,13,26/08/2010 11:09,1579,FALSE,25119,en,FALSE,FALSE,TRUE,0
adamostrow,39454,592,4006,5/1/2007 21:54,848,TRUE,15890,en,FALSE,FALSE,FALSE,0
Heidi33Tigressa,166,497,1,1/16/2017 17:06,2928,FALSE,1660,en,FALSE,FALSE,TRUE,0
OTG_Locksmith,1106,4998,6,Wed Jul 13 21:53:54 +0000 2016,119,FALSE,136,en,FALSE,FALSE,,0
SteveOvisioN,61,146,3,Wed Jul 08 18:13:08 +0000 2009,77,FALSE,82,en,TRUE,FALSE,,0
flawlessness101,45,140,0,7/3/2015 13:38,734,FALSE,596,en,TRUE,FALSE,TRUE,0
UrviBhuwania,192,304,3,Tue Jun 16 10:39:01 +0000 2009,128,FALSE,119,en,FALSE,FALSE,FALSE,0
rogerfederer,6719130,82,10504,4/8/2013 22:33,329,TRUE,1317,en,FALSE,FALSE,FALSE,0
cristinesteh,86,184,0,5/7/2009 22:26,6048,FALSE,6128,pt,FALSE,FALSE,FALSE,0
litivelli_,302,249,4,8/6/2009 18:16,953,FALSE,17338,pt,FALSE,FALSE,FALSE,0
NikunjKyal,9,30,0,6/7/2011 11:18,0,FALSE,1,en,TRUE,FALSE,FALSE,0
Greg,779,471,209,Sun Sep 02 12:36:06 +0000 2007,271,FALSE,278,en,FALSE,FALSE,FALSE,0
MCRofficial,1229427,337,5979,Tue Nov 10 20:52:03 +0000 2009,18,TRUE,440,en,FALSE,FALSE,FALSE,0
vaibhav078,59,94,1,Fri Mar 09 17:24:26 +0000 2012,5,FALSE,65,en,FALSE,FALSE,FALSE,0
NathanBenaich,14722,12377,496,11/27/2011 6:06,4033,FALSE,3551,en,FALSE,FALSE,FALSE,0
StephenColletti,297738,328,1607,Thu Oct 08 18:33:55 +0000 2009,17,TRUE,2639,en,FALSE,FALSE,FALSE,0
sidzekrom,26,240,0,Sat Nov 19 09:27:12 +0000 2011,3,FALSE,141,en,TRUE,FALSE,,0
MauriceEdu,585497,415,4365,Sun Jun 28 00:06:49 +0000 2009,11932,TRUE,21729,en,FALSE,FALSE,FALSE,0
NYUADstartAD,234,230,57,9/7/2016 8:15,82,FALSE,248,en,TRUE,FALSE,FALSE,0
