account,followers_count,friends_count,listed_count,favourites_count,verified,statuses_count,default_profile,default_profile_image,bot,account_age_seconds,diversity,mean_tweet_length
ReadtoGrowCT,951,1517,41,95,False,1169,False,False,0,199513549.0,0.33,130.0
hehaiwu,450,322,33,154,False,769,False,False,0,305745686.0,0.32,132.06
scottzabielski,3864,547,22,8389,True,4881,False,False,0,347595922.0,0.33,112.88
AMCOUNTRYCNTWN,26838,728,303,16279,False,12881,False,False,0,314151970.0,0.3,152.06
TimWestwood,392637,16562,2086,1940,True,53975,False,False,0,324831758.0,0.47,85.87
apioth10,432,4685,5,621,False,4073,False,False,0,154821963.0,0.26,154.48
SteveMartinToGo,8544169,278,45174,30,True,38,False,False,0,342417757.0,0.4,95.76
DJDRAMA,2050740,1970,6540,487,True,33334,False,False,0,320532301.0,0.49,84.98
jooycegoomes,146,269,7,0,False,4337,False,False,0,266659872.0,0.4,69.19
CrescentWrench,2554,4924,23,5574,False,2342,False,False,0,304913091.0,0.31,157.07
vitormartinez,280,217,4,93,False,1370,False,False,0,302361782.0,0.39,93.71
movienasha,1235,3108,5,126,False,395,True,False,0,109351270.0,0.33,107.65
StephenAmell,2393920,456,6245,1520,True,5849,False,False,0,240982723.0,0.42,88.06
SomethingToBurn,577,30,63,0,True,213,False,False,0,314259776.0,0.31,104.83
makerbot,152505,613,2849,4765,True,11295,False,False,0,317898264.0,0.2,233.19
nivieira,165,164,3,2184,False,22054,False,False,0,310810993.0,0.41,75.55
rogerclemens,33524,14,852,45,True,433,False,False,0,315642873.0,0.4,96.6
vitorbelfort,1523942,65,3876,100,True,14755,False,False,0,299392797.0,0.3,152.74
ReggieEvans30,59120,306,1138,1192,True,12560,False,False,0,302510538.0,0.6,51.53
elw119,66,169,0,1380,False,83,True,False,0,94982307.0,0.46,66.03
GavinNewsom,1432233,23621,8014,4434,True,10880,False,False,0,355466591.0,0.2,202.01
freddurst,1261798,26,6929,14,True,8627,False,False,0,322100737.0,0.52,59.53
jennygzhang,1990,946,45,12375,False,3820,False,False,0,116460853.0,0.33,115.08
Coolio,182656,42,894,1081,True,2061,False,False,0,303887855.0,0.38,105.07
YesYoureSexist,23214,166,115,1511,False,11346,True,False,0,201321604.0,0.33,122.09
Julie_LGreen,4446,220,145,3235,True,694,True,False,0,290493059.0,0.37,105.72
bhanu_rvd,89,979,2,239,False,116,True,False,0,248546621.0,0.44,80.22
questlove,3494658,9798,19937,982,True,66885,False,False,0,341536780.0,0.38,126.04
keaneofficial,205682,204,3265,418,True,3151,False,False,0,321889051.0,0.31,137.86
saramafzal,1018,1275,45,2691,False,3201,False,False,0,306572985.0,0.39,92.5
BenWrightATL,4747,1471,381,9916,False,36489,False,False,0,332208107.0,0.29,132.89
BrittProvost,1766,4008,68,6929,False,1316,False,False,0,162935091.0,0.43,89.72
varunpostpickle,42,104,0,3,False,10,False,False,0,113505533.0,0.36,108.6
leeticia_G,61,102,1,47,False,1076,False,False,0,309238234.0,0.37,74.32
wizkhalifa,33753696,834,29196,95,True,44831,False,False,0,319531059.0,0.49,66.55
shawnnamusic,106984,5599,887,219,True,24714,False,False,0,318284420.0,0.41,94.46
lakeographer,110,181,1,143,False,157,True,False,0,205054907.0,0.33,125.71
abhi_rathi88,54,100,0,16,False,20,True,False,0,73753074.0,0.31,130.25
aplusk,18035724,787,72301,667,True,10093,False,False,0,321469032.0,0.38,107.47
ravitejavarma_m,115,350,9,136,False,51,True,False,0,244571163.0,0.46,64.27
NYUWasserman,8969,426,343,1141,False,10797,False,False,0,308211621.0,0.19,245.54
jakeborge,67,72,0,45,False,29,True,False,0,117870314.0,0.39,89.44
naihadmohan,44,75,0,10,False,103,False,False,0,282291379.0,0.41,80.42
DJPROSTYLE,678609,838,3077,2528,True,86029,False,False,0,319240013.0,0.4,119.56
MikeBloomberg,2296848,491,11898,843,True,10859,False,False,0,330505525.0,0.19,225.75
joeyallen28,404,988,1,2134,False,360,True,False,0,240728036.0,0.33,120.93
francescadani,7755,156,317,1092,True,22279,False,False,0,314208596.0,0.26,170.46
tushar141990,68,337,2,23,False,98,True,False,0,308043167.0,0.31,100.91
KevinHart4real,35065524,555,23666,95,True,38308,False,False,0,317169299.0,0.35,125.36
Efr1m,52,79,6,1734,False,1190,True,False,0,183175323.0,0.4,88.81
Jupedrita,44,85,0,1,False,1165,False,False,0,292339285.0,0.45,54.55
WillRowan3,64,399,0,3241,False,219,False,False,0,169534884.0,0.36,94.97
burtherman,9403,1900,1026,1379,True,6689,False,False,0,365426030.0,0.28,128.04
jessicaalba,9206299,1424,26967,1653,True,6462,False,False,0,294463206.0,0.3,156.88
KrisAllen,247462,200,6778,3003,True,7880,False,False,0,307604383.0,0.33,125.94
thebeatles,3676781,352728,16724,26,True,3572,False,False,0,315108395.0,0.31,141.6
Adele,27840346,0,32605,0,True,309,False,False,0,270366262.0,0.42,85.31
AliGPincus,5409,876,288,392,False,909,False,False,0,251407343.0,0.34,108.95
Carol1_Freitas,29,50,0,0,False,113,False,False,0,243933484.0,0.41,67.81
AaronRodgers12,4438120,484,11092,1447,True,2988,False,False,0,282793400.0,0.37,115.35
igottwiter,27,496,0,5,False,581,True,False,0,307945102.0,0.45,71.44
carrieanninaba,297720,1592,2544,5226,True,14240,False,False,0,306472489.0,0.26,190.33
TheBigFatTechie,71,180,0,148,False,570,False,False,0,79111389.0,0.31,119.62
sherwood,25232,475,377,2296,True,2586,False,False,0,314935754.0,0.4,84.24
PlayboyMic,14908,12906,641,98,True,12533,False,False,0,316056229.0,0.36,127.81
kingsthings,2540014,883,20789,6400,True,16153,False,False,0,317444014.0,0.29,155.93
WHOSTP44,510567,647,8497,311,True,6322,False,False,0,313224409.0,0.31,129.5
parislemon,3665,1,317,167,False,8362,False,False,0,281917162.0,0.55,58.01
realDennisLynch,43719,88,301,395,True,5348,False,False,0,106091478.0,0.3,154.16
ericschmidt,2325031,299,20471,0,True,728,True,False,0,293854477.0,0.29,130.0
ThaboSefolosha,171826,259,1551,18,True,1063,False,False,0,316115258.0,0.42,86.95
JordinSparks,3858340,5417,15168,848,True,45490,False,False,0,320559051.0,0.37,125.97
drfeifei,303775,242,2675,3128,True,906,False,False,0,282860494.0,0.27,166.87
thescript,2085820,43533,7206,61339,True,21162,False,False,0,347101873.0,0.53,59.6
adultmomband,16909,1466,100,70647,True,19521,False,False,0,317430737.0,0.43,74.3
dallasleebridge,1108,4910,249,17746,False,31874,False,False,0,149649965.0,0.36,113.58
MirandaCosgrove,7403732,12588,21799,4,True,7009,False,False,0,315766100.0,0.51,62.47
PaulBrounMD,12085,2629,932,71,True,1583,False,False,0,322032705.0,0.31,118.15
myspacetom,232175,355,1407,197,True,2250,False,False,0,377902275.0,0.39,84.69
jborrel00,220,504,15,296,False,453,False,False,0,187609066.0,0.31,125.25
Om1prakash,27,101,0,187,False,69,False,False,0,196060737.0,0.42,93.28
realDonaldTrump,59329961,45,101454,7,True,41015,False,False,0,316176699.0,0.31,154.45
evanspiegel,65268,35,1171,2,True,25,True,False,0,260331876.0,0.44,85.04
DrowningPool,91856,545,918,3857,True,3924,False,False,0,376049731.0,0.55,61.44
LeooooFerreira,40,135,2,0,False,180,False,False,0,269296597.0,0.38,70.16
mariamenounos,676804,449,4532,1244,True,27164,False,False,0,314423346.0,0.4,103.48
lessig,359236,318,9059,51,True,13090,False,False,0,355367774.0,0.33,125.16
SkyeTunes,6528,760,111,5,False,16031,False,False,0,316915759.0,0.51,65.61
DeRayDavis,850688,5150,3366,9724,True,96671,False,False,0,311829320.0,0.48,85.83
SivaNagarjuna14,12,80,0,0,False,1,True,True,0,70010069.0,0.54,56.0
jessicanaziri,44492,19340,784,15429,True,9583,False,False,0,316686640.0,0.34,130.99
ShashiTharoor,6830921,882,13275,15487,True,49050,False,False,0,316344340.0,0.25,198.86
WaryJT2,8751,6531,9,95,False,200,False,False,0,97807607.0,0.31,110.52
Vleeties,3921,392,12,2795,False,11877,False,False,0,311858635.0,0.37,106.16
kaiquegamela20,2,75,0,1,False,2,True,True,0,178839202.0,0.73,20.5
nyubridge100,8,34,0,0,False,6,True,False,0,67143426.0,0.36,111.17
Mehul_27,89,115,1,541,False,320,False,False,0,284920073.0,0.39,82.34
LauraPausini,3326983,1778,6149,17533,True,15042,False,False,0,301628887.0,0.34,137.38
SaraBareilles,3023586,444,14146,8803,True,11517,False,False,0,373774892.0,0.38,112.14
phil_hellmuth,273316,32,4346,14497,True,14306,False,False,0,324015687.0,0.32,160.66
JinghaoLu,376,103,18,24,False,189,False,False,0,270428449.0,0.31,143.11
SHAQ,14730852,702,48050,115,True,9506,False,False,0,326556679.0,0.31,153.87
paparoach,588786,1065,3543,34856,True,12151,False,False,0,342070205.0,0.42,99.44
SmallWonderBand,1186,143,10,10705,False,7708,False,False,0,186383985.0,0.45,60.32
ID_AA_Carmack,857902,189,5759,1881,True,11380,True,False,0,272411917.0,0.26,153.5
JuraBaran,40,873,2,998,False,1194,True,False,0,72261542.0,0.34,123.47
georgelopez,1933308,3773,10847,90,True,29278,True,False,0,307868758.0,0.3,153.75
suryad26,395,646,3,2381,False,2683,False,False,0,310719136.0,0.3,133.03
VinceGreen53,55432,47054,319,4682,False,697,True,False,0,79318065.0,0.32,120.42
DeathBot9,3032,566,119,48,False,260,False,False,0,307015869.0,0.37,91.35
livestrong,956757,1098,6944,17865,True,23303,False,False,0,332809816.0,0.25,211.07
robledorodrigo8,212,0,0,2220,False,2174,True,False,0,94807127.0,0.43,67.99
thetanmay,6684149,1462,1278,4697,True,6772,False,False,0,348340790.0,0.4,95.71
e_kaspersky,177147,7781,3515,1394,True,7548,False,False,0,248293165.0,0.27,169.99
cmlasa,1019,865,44,13646,False,2788,False,False,0,308405043.0,0.42,93.18
slippytrumpet,0,3,0,0,False,3,False,False,0,47196957.0,0.32,114.67
SeanKingston,3152377,701,23462,1355,True,24550,False,False,0,316844054.0,0.4,86.65
Akkuhere,112,92,2,74,False,126,True,False,0,119881780.0,0.38,98.76
ciara,11050928,51,17648,764,True,10707,False,False,0,314675144.0,0.44,98.25
tim_cook,11227359,63,20481,1481,True,736,False,False,0,178253865.0,0.24,181.0
VictoriasSecret,11206596,1238,10365,2507,True,160141,False,False,0,332650269.0,0.32,118.23
ilyaf,5464,878,162,1451,False,838,True,False,0,347867172.0,0.33,115.98
charitywater,1355546,263689,11271,29950,True,10339,False,False,0,315476306.0,0.24,175.46
140CharsReview,689,4747,22,81,False,10701,True,False,0,155381509.0,0.37,118.35
petewentz,6566330,444,15605,601,True,19247,False,False,0,332309082.0,0.45,73.94
st_vincent,1032068,205,4662,482,True,3134,False,False,0,322797628.0,0.35,129.32
aliciakeys,30018670,707,51091,438,True,8000,False,False,0,312943978.0,0.36,145.67
EYJr,48864,1591,1059,3405,True,8056,False,False,0,295589180.0,0.46,96.11
MateenYasin,783,314,1,199,False,625,False,False,0,248183965.0,0.42,86.32
AdrienneBailon,641675,563,2928,6689,True,16693,False,False,0,318295004.0,0.4,113.02
meiko,24452,26,834,17196,True,12009,False,False,0,333094349.0,0.4,99.9
Schofe,4517059,12506,6409,73,True,34745,False,False,0,321680263.0,0.52,62.12
FBI,2419284,2153,14904,2,True,11620,False,False,0,325916738.0,0.21,225.32
nytimes,43112367,888,199560,17711,True,353959,False,False,0,380692670.0,0.23,171.87
andersoncooper,9992532,272,54116,14,True,18273,False,False,0,339217295.0,0.3,128.66
Antwanmclean2,13,484,0,197,False,30,True,False,0,64728614.0,0.5,60.46
JessicaGottlieb,29656,5149,1769,17902,True,275,False,False,0,338587245.0,0.38,101.91
BOTLibrary,4134,2736,195,8318,False,12171,False,False,0,263969215.0,0.24,192.07
DataCorpLTD,233,1200,33,1554,False,763,True,False,0,206612880.0,0.32,125.59
rikardsteiber,6017,2315,255,5441,False,4125,False,False,0,291059069.0,0.36,127.83
hexa_tech,20,89,0,7,False,137,False,False,0,46431296.0,0.37,127.52
robbiewilliams,2586380,134,7278,819,True,4752,False,False,0,302092249.0,0.32,146.9
safiyyahn,8113,312,74,20302,False,11190,False,False,0,270181200.0,0.38,90.6
terrellowens,1454741,4712,11964,4728,True,35091,False,False,0,316689036.0,0.42,109.36
attibalazs,454,3153,46,544,False,909,False,False,0,343147569.0,0.34,114.39
kaj33,2118170,370,8901,71,True,3663,False,False,0,312089332.0,0.32,144.82
lilychumley,300,615,13,45367,False,3276,True,True,0,233135544.0,0.29,140.12
AFI,107162,9184,1937,3,True,779,False,False,0,321427166.0,0.38,112.95
jimmykimmel,11525330,647,25172,7569,True,6295,False,False,0,315729238.0,0.35,118.42
kcjohnson9,5899,1167,145,13245,True,20272,True,False,0,296308679.0,0.25,169.92
KeionBennett1,7,375,0,16,False,28,True,False,0,64549843.0,0.53,61.68
Tatyana_vel,6191,63,4,39,False,214,False,False,0,245873268.0,0.4,92.96
BlondieOfficial,303304,247,2480,277,True,2329,False,False,0,307185885.0,0.35,139.66
PSOE,658514,13647,5246,5393,True,94388,False,False,0,307558280.0,0.22,213.15
ThihOliveira,158,116,3,1680,False,11623,False,False,0,300790914.0,0.44,66.57
ManuDayan,3,11,0,6,False,22,True,True,0,91209109.0,0.27,152.77
LAAF,12215,1178,505,1708,True,3016,False,False,0,248507340.0,0.2,250.76
rpavlovD,52,231,0,253,False,101,True,False,0,72566797.0,0.37,108.85
conchoss,24,159,0,10,False,37,True,False,0,170679613.0,0.33,100.68
RiskyBusinessMB,61842,200,1259,27345,True,49018,False,False,0,317697220.0,0.51,60.3
AdamSchefter,7328269,2923,48722,403,True,44167,False,False,0,307507483.0,0.31,130.85
Waxmice,296,704,1,7294,False,3314,True,False,0,169089362.0,0.55,48.26
MarlonWayans,2030880,2943,9512,465,True,87639,False,False,0,316314625.0,0.36,114.53
naumanminhas91,185,283,5,144,False,1810,False,False,0,250577434.0,0.39,95.19
bubbawatson,1970233,654,8654,678,True,45173,False,False,0,300440670.0,0.36,126.0
Maheshbhupathi,1017060,335,2568,1459,True,5380,False,False,0,305563980.0,0.34,122.24
IAmAnushka,192485,577,1055,675,True,13514,False,False,0,310569840.0,0.42,109.25
30SECONDSTOMARS,1961330,39,10743,22666,True,31586,False,False,0,318985917.0,0.45,94.61
Pink,31991348,456,64256,557,True,7243,False,False,0,314756630.0,0.44,96.25
iansomerhalder,7218315,724,34432,104,True,9837,False,False,0,305543022.0,0.32,147.15
KDTrey5,17468477,1441,25001,141,True,23306,False,False,0,312683151.0,0.34,118.01
NYU_OGS,2561,200,47,595,False,4074,False,False,0,225966184.0,0.2,250.86
heyitsfranklin2,5799,1735,111,29748,True,15453,False,False,0,260666433.0,0.39,94.86
_pahh,78,14,1,5,False,2238,False,False,0,318924358.0,0.34,81.73
Shinedown,353607,211,2655,2806,True,13254,False,False,0,315715997.0,0.34,143.12
TrentVessel7,111793,75027,72,1316,False,7475,False,False,0,231988386.0,0.43,80.84
NelCoetzee,128,133,2,239,False,3536,False,False,0,311927497.0,0.41,97.09
s_vakarchuk,1932585,9,2537,3,True,4819,False,False,0,298214463.0,0.38,147.33
juliehdavis,117705,930,2258,1463,True,7701,False,False,0,258687361.0,0.31,145.66
nodoubt,561461,62,5373,402,True,3696,False,False,0,314941380.0,0.37,114.23
FreddyAdu,336028,201,3655,37,True,5260,False,False,0,311759048.0,0.41,75.98
SophieT,1850090,1255,5088,1030,True,4017,False,False,0,291439329.0,0.41,98.37
agequake,146,367,5,1257,False,4971,True,False,0,259844975.0,0.35,119.07
jasonderulo,3901595,13992,9949,2506,True,15264,False,False,0,314987702.0,0.39,112.47
Patri_Killjoy,630,764,11,9948,False,15689,False,False,0,259291541.0,0.39,102.56
beastieboys,388824,23269,7119,18,True,319,False,False,0,319702096.0,0.32,136.16
Lilly17254,0,22,0,1,False,1,True,False,0,64278028.0,0.75,12.0
TherealTaraji,5332147,761,9103,759,True,22341,False,False,0,297337098.0,0.41,118.85
benkweller,32747,432,1501,1014,True,3994,False,False,0,340747860.0,0.38,111.07
FuthumT,246,3555,1,14344,False,1671,True,False,0,232165928.0,0.38,106.18
mashable,9805416,2770,128124,1016,True,333350,False,False,0,379897978.0,0.41,83.88
malco_sugastti,260,360,2,3,False,1894,False,False,0,291425515.0,0.48,55.2
kv_karthik,549,727,23,362,False,1730,False,False,0,301697993.0,0.3,138.01
simonpolrot,2944,634,135,5442,False,1340,False,False,0,98436652.0,0.27,162.69
johnwoodRTR,341229,463,1795,1572,True,10810,False,False,0,300145772.0,0.23,208.1
jstanfordtulsa,91,574,4,458,False,128,False,False,0,298517565.0,0.38,104.4
ConanOBrien,28475053,1,85560,0,True,3817,False,False,0,287036632.0,0.3,110.97
algore,3091196,34,39143,1,True,2597,False,False,0,327550791.0,0.2,219.21
Octavia_Agnes,73,45,11,1841,False,11039,False,False,0,313674711.0,0.28,143.42
fintechcoach,469,417,80,489,False,499,True,False,0,111805397.0,0.34,113.06
claryssasantana,56,104,1,174,False,87,False,False,0,242435977.0,0.42,87.15
SnoopDogg,17655912,2704,43913,2603,True,41148,False,False,0,378282934.0,0.33,127.75
FretboardNomad,97,258,0,1153,False,2049,False,False,0,207101878.0,0.38,101.59
yokoono,4784040,912553,33664,148,True,12383,False,False,0,325758876.0,0.3,137.78
SarahPalinUSA,1511869,139,20873,21,True,17299,False,False,0,303360304.0,0.38,104.5
Gahlaut_Rajput,7,72,0,1,False,6,False,False,0,144410025.0,0.26,135.83
badbanana,777826,260,12918,2487,True,17394,False,False,0,380573019.0,0.34,89.27
TWooodley,248145,1744,1169,12628,True,25616,False,False,0,288557443.0,0.37,120.95
ColinDaileda,3611,1786,216,8293,False,11521,True,False,0,277379672.0,0.33,117.34
Weezer,1742995,520,9736,547,True,6542,False,False,0,329908053.0,0.34,130.46
meerbaz,16,23,0,0,False,3,True,False,0,279195862.0,0.75,9.67
Jason,299375,12545,13190,71455,True,4471,False,False,0,398743802.0,0.32,151.59
khakwani16,73,245,0,3,False,18,True,True,0,196326411.0,0.37,102.83
WeAreTheUsed,182363,9543,2519,445,True,4220,False,False,0,348113739.0,0.34,133.91
pentametron,25953,2,699,126,False,52871,True,False,0,222564637.0,0.46,60.44
EtsukoRoten8871,58,474,0,0,False,3,True,False,0,235859327.0,0.31,122.0
sapwnss,256,335,2,2952,False,2901,True,False,0,230788341.0,0.4,90.42
rwbrown84,191,905,10,311,False,365,False,False,0,338778262.0,0.35,111.65
TheMuffinMan_07,1360,1216,5,4505,False,9553,False,False,0,241496939.0,0.44,81.18
jonrafman,8018,309,181,1871,False,639,False,False,0,323294447.0,0.46,86.26
AngelaAhrendts,157672,149,2608,78,True,289,False,False,0,282300441.0,0.28,134.2
wmbeer,2181,3567,215,2895,False,8781,False,False,0,307973819.0,0.29,131.83
anktrhla,54,214,1,136,False,107,False,False,0,286526618.0,0.36,107.6
megwagner,6286,773,228,58,True,21887,False,False,0,274577031.0,0.29,129.39
payodsoni,325,329,6,8,False,2098,True,False,0,315646272.0,0.42,78.95
operationsmile,55626,4357,1145,29368,True,15746,False,False,0,320862261.0,0.23,208.69
m54715303,27,1235,0,734,False,23,True,False,0,64466019.0,0.5,73.6
sarakipin,56216,466,492,3684,False,1055,False,False,0,72041189.0,0.54,50.6
kylewreid,561,376,29,841,False,1146,False,False,0,244754409.0,0.41,75.22
serafinowicz,728990,5097,8938,4777,True,22746,False,False,0,322226546.0,0.37,107.81
LucG99,1,33,0,0,False,4,False,False,0,65010373.0,0.46,85.25
lenadunham,5609087,903,11116,25214,True,13857,False,False,0,313869980.0,0.33,117.87
edhornick,5710,6809,233,3192,True,564,False,False,0,302330335.0,0.29,134.28
mitchbarwick,241,417,19,960,False,918,False,False,0,282189108.0,0.25,159.95
Mike_Rann,21558,5886,693,56,True,19743,False,False,0,318719265.0,0.3,130.04
stephenfry,12729021,49829,56087,1002,True,23469,False,False,0,337442195.0,0.31,141.05
imtheMDP,400,1483,10,52938,False,16374,False,False,0,309524199.0,0.36,106.6
asuzsy,14,74,1,148,False,253,True,False,0,66448348.0,0.43,68.22
KhunNuOh,32,138,7,18,False,1195,False,False,0,279095155.0,0.48,91.11
Rajesh242Rajesh,9,22,0,0,False,9,True,False,0,212070424.0,0.62,24.44
Underviewed,56,0,4,121,False,473,False,False,0,143186354.0,0.35,103.04
jk_rowling,14648492,665,38474,26656,True,12066,False,False,0,304258708.0,0.28,146.38
4AliAce,10,49,0,5,False,1,True,False,0,105474698.0,0.38,79.0
HillaryClinton,24291650,790,42067,1129,True,10800,False,False,0,188033860.0,0.21,202.16
Danmasseli2,17,30,0,43,False,686,False,False,0,249282936.0,0.38,73.99
nirdosa,93,94,0,4141,False,5453,False,False,0,194334788.0,0.34,105.95
beacure,0,77,0,43,False,120,True,False,0,234411409.0,0.44,65.45
maxkeiser,220722,809,4829,5,False,79334,False,False,0,319451576.0,0.34,120.62
sdxtech,40130,374,1186,242,False,41207,False,False,0,232597693.0,0.28,153.16
JBARsodmg,134037,61700,2429,23998,True,104761,False,False,0,324289527.0,0.48,83.73
aneesh_k,2,4,0,0,False,1,True,True,0,308959639.0,0.5,28.0
BIGPitchAward,43,142,2,85,False,895,True,False,0,71136757.0,0.24,195.72
ancient_rainbow,96,119,2,37,False,6250,False,False,0,313894806.0,0.42,65.73
brett1211,4172,2371,280,2694,False,5861,False,False,0,358744084.0,0.38,98.67
Leander,1295463,313,590,439,True,1935,False,False,0,211708141.0,0.35,130.91
SirKate,468,2304,22,2556,False,1159,False,False,0,131439494.0,0.29,145.32
milk,19296,534,620,236,True,483,False,False,0,279397392.0,0.33,116.27
stevejang,28862,1712,662,19206,True,15021,False,False,0,349677052.0,0.35,122.06
AvnishS00673526,39,272,0,1,False,3,True,False,0,64144368.0,0.57,41.67
crystaltamar,2099,365,62,828,False,5135,False,False,0,307136256.0,0.44,89.44
dermot100,1983,767,77,1122,False,6636,False,False,0,319272600.0,0.38,110.34
CARE,1274561,1382,7192,4887,True,30778,False,False,0,329270812.0,0.24,195.73
nehapai,216,198,0,450,False,107,False,False,0,308087139.0,0.42,90.07
MassGovernor,242324,10893,3172,674,True,12082,False,False,0,324632185.0,0.18,233.32
shiftyz,333,127,27,41,False,582,False,False,0,331374219.0,0.39,88.27
larsrosenquist,603,1323,20,2940,False,4609,False,False,0,285733165.0,0.3,140.18
DjWuchi,837,563,4,3211,False,9607,False,False,0,271569559.0,0.48,78.62
EaterNY,436613,201,3818,514,True,42960,False,False,0,359454449.0,0.31,127.47
AkshayaPatraUSA,105043,1513,354,34,True,3012,False,False,0,308813631.0,0.34,120.65
madanrajpoot,37,7,0,24,False,22,True,False,0,278540572.0,0.37,102.65
DWJensen63,728,990,3,7314,False,7151,True,False,0,204767805.0,0.38,101.48
cellsmile,1,18,0,0,False,1,True,True,0,224806550.0,0.69,45.0
prettyomatic,238,3737,13,110,False,1587,False,False,0,245984401.0,0.62,45.63
Bigdaou,646,1874,5,230,False,3411,False,False,0,276118279.0,0.46,84.32
aamir_khan,24594264,9,20436,16,True,682,False,False,0,295731241.0,0.4,107.88
Cristiano,77234458,51,88891,0,True,3366,False,False,0,277022018.0,0.5,85.69
Arubin,117639,2,3261,264,True,154,True,False,0,267609588.0,0.36,100.82
timoreilly,1801135,1971,28100,14145,True,46086,False,False,0,378606536.0,0.24,170.75
HankAzaria,275169,730,3855,355,True,3438,False,False,0,296173350.0,0.4,95.77
solangeknowles,4113791,184,10032,2703,True,484,False,False,0,323236129.0,0.39,113.01
Sanchita_Gulati,109,282,1,37,False,76,False,False,0,210010413.0,0.34,100.69
jimmyc20,6,98,0,33,False,163,True,False,0,265511955.0,0.42,78.55
arthur_spirling,3047,979,57,1876,False,3390,True,False,0,102139305.0,0.26,158.44
NamRonata,98,261,1,20,False,195,False,False,0,224967179.0,0.39,93.51
9999999KM,5883,128,50,58,False,2948,False,False,0,244618674.0,0.44,81.66
octavianasr,1702860,1609,2056,2117,True,39120,False,False,0,344496863.0,0.34,126.23
iamsrk,37755298,79,29569,33,True,57675,False,False,0,291095252.0,0.31,138.14
rebeccahiscott,2662,442,111,16790,True,5167,False,False,0,287534420.0,0.39,91.23
myfabolouslife,4091214,891,12534,247,True,19611,False,False,0,318540215.0,0.33,140.57
Janina,179243,1118,2240,9709,True,12746,False,False,0,389727764.0,0.4,100.5
tbrady14,109054,729,325,2576,True,4252,True,False,0,224732901.0,0.37,101.07
rquintini,4485,757,141,3344,True,607,False,False,0,283421205.0,0.35,115.82
NYU_RaB,90,1038,1,292,False,252,False,False,0,64705219.0,0.31,123.31
petersmeg,11304,1705,848,1306,True,5235,False,False,0,309403788.0,0.33,115.39
UniqueDima,1173,2289,50,2386,False,3575,False,False,0,176244049.0,0.35,135.3
robinthicke,1090513,108,4074,977,True,2823,False,False,0,373679736.0,0.47,83.95
DaniellaMonet,1683011,1241,3073,4012,True,27174,False,False,0,317165984.0,0.45,85.72
g33kbeast,376,184,35,5195,False,3789,True,False,0,260734754.0,0.3,128.01
JenniferPreston,99298,6012,5947,3379,False,6051,False,False,0,312093672.0,0.25,162.71
markschlereth,592205,2007,7238,1192,True,64051,False,False,0,310632050.0,0.45,94.67
ShreyaBallal,14,21,0,6,False,37,False,False,0,149112345.0,0.33,87.47
shawnieora,13777,510,228,1487,True,5747,False,False,0,313612935.0,0.37,116.56
gbanin,105,167,0,96,False,14590,False,False,0,264663720.0,0.46,53.94
CharlieDavies9,107834,613,2790,5607,True,5863,False,False,0,307974480.0,0.36,118.82
serenawilliams,10900319,358,23176,524,True,14436,False,False,0,315546189.0,0.38,116.21
SpiderAnderson,7865260,384,7246,78,True,3851,False,False,0,256913853.0,0.44,103.97
QueensNRI,2183,4213,4,623,False,2179,False,False,0,120212369.0,0.45,142.22
lisa_amon,23,301,0,64,False,11,False,False,0,299676691.0,0.39,100.27
CoryBooker,4222288,92720,18008,120,True,63063,False,False,0,335098951.0,0.23,190.38
KristinaShannon,169515,777,1317,1627,False,12083,False,False,0,317257786.0,0.4,105.48
jalammar,22385,1585,451,2742,False,1366,True,False,0,340944553.0,0.37,116.84
GOOGLEPAGE11,112,861,0,5,False,71,True,False,0,67922728.0,0.34,126.17
ninefortyfive,303,4244,8,31764,False,10420,False,False,0,283079242.0,0.34,95.88
Maahzi,80,76,1,9,False,13486,False,False,0,310884506.0,0.36,67.94
sull,1924,275,103,6400,False,19473,False,False,0,379627634.0,0.28,166.22
BDUTT,6882272,1930,10594,38368,True,123545,False,False,0,319954042.0,0.38,109.89
ActuallyNPH,27080353,137,58090,219,True,3000,False,False,0,295174151.0,0.27,177.97
tin_vamsi,10,10,0,0,False,9,True,True,0,95885570.0,0.41,92.56
lijiali_vision,7309,79,192,317,False,94,True,False,0,268689736.0,0.31,133.13
trocadelivros,22524,24455,704,27,False,1758,False,False,0,316172086.0,0.61,45.01
randizuckerberg,188635,2136,4558,9501,True,17783,False,False,0,348251322.0,0.22,174.69
jamesmaslow,3086158,9829,10954,6154,True,13657,False,False,0,302055124.0,0.47,82.72
SimplyAJ10,533211,758,1919,861,True,24776,False,False,0,306435174.0,0.4,96.2
tarasz93,10,155,0,1272,False,33,True,False,0,233017823.0,0.39,73.06
ashleytisdale,13098033,229,41474,6042,True,9514,False,False,0,324425510.0,0.5,69.79
IAmJeffEmmerson,193,27,0,7,False,1,False,False,0,3038122.0,0.67,49.0
ClaireRightHere,1314,1861,17,1638,False,5707,False,False,0,158232313.0,0.34,102.41
wasif91,124,927,0,4,False,8,False,False,0,243319292.0,0.64,42.0
wandinhoalves,11,28,0,0,False,52,False,False,0,259403947.0,0.31,89.88
latimesmuskal,3579,1260,369,238,True,36517,False,False,0,318647444.0,0.35,111.22
POTUS,25494502,39,22116,104,True,5441,True,False,0,68694589.0,0.32,121.53
613_Jason,29,94,1,314,False,226,True,False,0,224413332.0,0.39,89.44
